Lokalitet,Distrikt,YKoord,XKoord,GI,Genstand
Atterup Overdrev,SZ,6132975,698445,1,40
Atterup v. Boeslunde,SZ,6131445,642673,3,30
Atterup v. Dianalund,NWZ,6156254,659089,3,30
Atterup v. Fakse,SZ,6131310,697729,3,30
Atterup v. Glumsø,SZ,6137980,667568,3,40
Atterup v. Lammefjorden,NWZ,6187479,665072,3,30
Attrup,NEJ,6322784,527639,1,30
Attrup Kær,EJ,6243809,608036,1,40
Attrup Lo,NEJ,6320900,526396,6,650
Attrup v. Ryomgård,EJ,6250566,596159,3,30
Attrup v. Tirstrup,EJ,6242549,607923,3,30
Augustenborg,SJ,6089705,555963,1,10
Augustenborg Fjord,SJ,6091190,552265,6,680
Augustenhof,SJ,6103320,545267,1,40
Auning,EJ,6255074,584899,1,10
Auning Kær,EJ,6253393,586266,1,40
Auning Skov,EJ,6253375,587394,1,350
Aunsbjerg,EJ,6242176,525907,1,60
Aunsbjerg Huse,EJ,6240417,526537,1,30
Avbæk,SJ,6100757,530050,1,40
Avdebo,NWZ,6183008,665646,1,30
Avderød Skov,NEZ,6208940,693050,1,350
Avderød v. Frederiksværk,NEZ,6207737,691665,3,30
Avderød v. Karlebo,NEZ,6202680,715216,3,30
Avedøre,NEZ,6170810,717469,1,20
Avedøre Holme,NEZ,6168430,718547,1,20
Avernak By,F,6099140,580515,1,30
Avernakke Hage,LFM,6129876,613840,1,580
Avernakø,F,6098226,581840,4,610
Avernakø Hoved,F,6099195,579054,1,580
Aversi,SZ,6137005,681112,1,30
Avlby,F,6151186,551839,1,30
Avlby Gårde,F,6150447,551637,1,30
Avlby Møllå,F,6151259,552587,4,420
Avlum,WJ,6235856,487249,1,10
Avnbøl,SJ,6090604,541462,1,10
Avnbøl Mark,SJ,6091482,540453,1,40
Avnbøl Sned,SJ,6092085,540432,1,350
Avnbøløsten,SJ,6089948,542467,1,30
Avnede Strand,LFM,6077373,639787,1,380
Avnkødt Bro,NEJ,6347371,576851,1,210
Avnslev,F,6135745,609587,1,10
Avnslev Kirke,F,6135800,608690,1,70
Avnslev Nederby,F,6135558,609252,1,20
Avnslev Overby,F,6135991,609776,1,20
Avnstrup,NEZ,6158881,678539,1,30
Avnstrup Centeret,NEZ,6160594,682945,1,150
Avnstrup Overdrev,NEZ,6159791,682087,1,350
Avnsø Kirke,NWZ,6168550,645890,1,70
Avnsøgård,NWZ,6169069,646346,1,60
Avnø,SZ,6107889,676379,1,630
Avnø Fjord,SZ,6106548,675634,6,680
Avnø Røn,SZ,6107593,673970,1,610
Avnø Vig,SJ,6129905,540134,4,670
Avnøgård,SZ,6108367,676650,1,60
Avsumgård,NWJ,6254115,475531,1,60
Avtrup,WJ,6159015,481493,1,40
Babberup,SZ,6133984,693250,1,30
Badskær,NEJ,6349925,584204,1,40
Badsted,SZ,6136411,686191,1,40
Bagenkop,F,6068370,607955,1,10
Bageovnen,NEZ,6221864,692940,6,700
Baggesdam,NEJ,6305719,565291,1,90
Baggesgårde,WJ,6188447,489448,1,40
Baggesholm,EJ,6178140,523724,1,40
Baggesvogn,NEJ,6374485,568815,1,60
Baggesvogn Skov,NEJ,6373545,568736,1,350
Baggeå,B,6129705,864919,4,420
Bagløkke Huse,F,6145744,569719,1,40
Bagmose,SJ,6088648,551894,1,40
Bagsværd,NEZ,6185086,716724,1,20
Bagsværd Sø,NEZ,6186382,716952,4,400
Bagterp,NEJ,6367159,559867,1,20
Bahl,WJ,6173261,463890,1,40
Bajensgård,NEJ,6351174,586844,1,90
Bajlum,NWJ,6283412,496749,1,30
Bajstrup,SJ,6084450,517545,1,30
Bak Royels Plantage,NEJ,6277230,522807,1,350
Bakbjerg,EJ,6216228,538370,1,40
Bakholm v. Brønderslev,NEJ,6350829,562284,3,40
Bakholm v. Hundelev,NEJ,6365930,551523,3,30
Bakhuse,WJ,6232765,478456,1,30
Bakkebjerg,NEZ,6220573,698391,1,30
Bakkebølle,SZ,6097807,691418,1,30
Bakkebølle Strand,SZ,6096500,691300,1,50
Bakkegrund,B,6107976,867324,6,700
Bakkegård,NEZ,6163235,679174,1,90
Bakkegård,SZ,6103640,689995,1,90
Bakkelandet,NEZ,6210185,696820,1,50
Bakkely,NWJ,6259384,515268,1,30
Bakkely,SZ,6123254,683048,1,90
Bakkemose Huse,F,6134065,562580,1,40
Bakken v. Aggersund,NEJ,6311725,521733,3,90
Bakken v. Fosdalen,NEJ,6332502,525439,3,90
Bakkendrup,NWZ,6159973,641637,1,30
Bakkerne,EJ,6265394,555181,2,40
Bakkerne = Bakkerne Skov,EJ,6262071,583749,8,350
Bakkerne Bådehavn,B,6111336,882992,1,140
Bakkerup,NWZ,6171499,659837,1,30
Bakkeskov,EJ,6241578,526504,1,350
Bakkeskov,SZ,6131514,707207,1,90
Baksøer,SZ,6105837,703061,6,700
Baldersbrønde,NEZ,6172339,702721,1,30
Baldersbæk,NEZ,6169941,704810,4,420
Baldersbæk Plantage,WJ,6166553,494304,1,350
Bale,EJ,6242338,585322,1,30
Balgårde,EJ,6269797,559792,1,40
Balke,B,6116697,890026,1,30
Balkensbjerg 48m,F,6103654,585908,5,540
Balle,WJ,6155117,469132,1,30
Balle,SZ,6102610,698971,1,30
Balle By,EJ,6226915,532422,1,30
Balle Findal,EJ,6207328,570002,1,30
Balle Hede,EJ,6241197,578301,1,40
Balle Kirkeby,EJ,6228282,532557,1,30
Balle Mark v. Bredsten,EJ,6174302,522322,3,40
Balle Mark v. Hadsten,EJ,6244067,562868,3,30
Balle Skovhuse,SZ,6100496,697265,1,30
Balle Strand,SZ,6103391,700569,1,30
Balle v. Bredsten,EJ,6174028,523832,3,30
Balle v. Bølling Bæk,EJ,6159143,524372,3,40
Balle v. Hadsten,EJ,6243808,563477,3,30
Balle v. Hornslet,EJ,6239885,577848,3,30
Balle v. Lykkesholm,EJ,6242818,611637,3,10
Balle v. Odder,EJ,6206428,569572,3,30
Ballebjerg 64m,EJ,6203952,595467,5,540
Ballebo,EJ,6200105,563500,1,40
Ballebro,SJ,6095041,542853,1,40
Balleby,NWJ,6267520,453568,1,30
Ballegård,SJ,6094565,542833,1,60
Ballehage,EJ,6220313,576390,1,580
Ballehede,WJ,6215870,503538,1,40
Ballehøj,EJ,6238866,577059,2,40
Ballehøj 117m = Ballehøj Bakke,EJ,6238712,577407,9,540
Ballen,EJ,6274508,582967,6,700
Ballen,F,6100401,594760,1,30
Ballen p. Samsø,EJ,6187002,602669,3,10
Ballen v. Hov,EJ,6198468,577542,3,40
Ballen v. Ravnsø,EJ,6220106,553778,3,30
Ballerum,NWJ,6322641,484162,1,40
Ballerup,NEZ,6181540,711123,1,10
Ballesig,WJ,6246948,453902,1,30
Balleskrog,SJ,6127239,511893,1,90
Balleskår,EJ,6204238,595358,1,270
Balling,NWJ,6276773,493141,1,90
Ballingkolle 33m,EJ,6253161,556489,5,540
Ballum,SJ,6105117,478722,1,30
Ballum Enge,SJ,6106936,480215,1,380
Ballum Sluse,SJ,6109621,480049,1,200
Balslev,F,6142382,556513,1,30
Balstrup,SZ,6146868,678306,1,30
Bammeskov,F,6094401,618981,1,40
Bandholm,LFM,6079584,659573,1,10
Bandholm Rende,LFM,6081818,660690,6,650
Bandsby,WJ,6221303,450539,1,40
Bandsbøl,WJ,6190597,458812,1,40
Bandsholm,NEJ,6295865,526118,1,90
Banggårde v. Løgismose,F,6117573,567613,3,30
Banggårde v. Veflinge,F,6146325,572933,3,30
Bangsager,NEJ,6380933,574044,1,90
Bangsbo,NEJ,6349983,624378,2,40
Bangsbo = Bangsbo Herregård,NEJ,6365349,590304,8,60
Bangsbo Å,NEJ,6362875,588218,4,420
Bangsbostrand,NEJ,6365164,591560,1,20
Bangsebro,LFM,6075986,685525,1,10
Bankehave,EJ,6171631,548548,1,350
Bankehuse,SZ,6111782,679594,1,40
Bankel Nor,SJ,6120388,542914,4,400
Bannebjerg,NEZ,6219497,701148,1,40
Bannerslund,NEJ,6372242,588795,1,60
Bannerup,LFM,6084544,684620,1,30
Banstenen,NEJ,6354930,625150,1,440
Barager,F,6086405,616261,1,40
Barakkerne,NEZ,6202311,683647,1,50
Barbaras Hule,WJ,6160060,468175,1,270
Barbesgård,WJ,6230868,454849,1,30
Barde,WJ,6217414,481482,1,10
Barde Plantage,WJ,6221444,480453,1,350
Bardenfleths Grund,SJ,6128292,547171,6,700
Bare Brøndstrup,F,6154257,581737,1,30
Barfredshøj,NEZ,6168872,702987,1,80
Barholm,LFM,6089354,697564,1,570
Barholme,LFM,6066758,686170,1,620
Barholt,NEJ,6363380,570281,1,40
Barkholt,NEJ,6380598,571819,1,30
Barkær,EJ,6241094,597363,1,40
Barkær,NWJ,6330709,505289,1,40
Barløse,F,6132644,561588,1,30
Barløse Mark,F,6131165,562207,1,40
Barløse Tårup,F,6131527,560933,1,30
Barløseborg Skov,F,6133445,560389,1,350
Barmer,NEJ,6315481,532727,1,30
Barmhjertigheden,SZ,6134233,718497,1,30
Barmose,SZ,6142063,678120,1,390
Barmose Huse,SZ,6141902,678591,1,40
Barneholm,LFM,6077731,634314,1,610
Barnehøj,LFM,6081221,670598,1,310
Barnekold,EJ,6193795,602787,1,380
Barnestenen,F,6091098,609183,1,440
Barnsø,WJ,6167065,453942,1,400
Barrit,EJ,6174422,556051,1,10
Barrit Kirke,EJ,6175506,555243,1,70
Barrit Station,EJ,6176247,556603,1,10
Barrit Strand,EJ,6172147,556778,1,270
Barrit Tykke,EJ,6173368,558740,1,350
Barrithule,EJ,6174359,556383,1,20
Barritskov,EJ,6174025,557847,1,60
Barritskov By,EJ,6173890,557124,1,20
Barrumgård,EJ,6263627,614753,1,90
Barsbøl,SJ,6111202,486902,1,30
Barsbøl,WJ,6142129,499316,1,30
Barsbøl,EJ,6284524,561304,1,30
Barsbøl Mark,SJ,6134671,514313,1,40
Barsbøl Skov,SJ,6136538,514858,1,350
Barslev,NWJ,6278538,469549,1,30
Barslund,SJ,6135638,494264,1,40
Barslund,NWJ,6250223,481201,1,40
Barslund = Barslund Skov,WJ,6188792,481262,8,350
Barslund Mose,WJ,6190184,480904,1,390
Barslund v. Gindeskov,WJ,6243379,501673,3,40
Barslund v. Gundesbøl Å,WJ,6194686,498212,3,40
Barsmark,SJ,6104465,533313,1,30
Barsmose Sten,SJ,6124995,544475,6,700
Barsnap Hede,SJ,6130796,503485,1,40
Barstenen,SJ,6085247,548813,1,440
Barsø,SJ,6108579,535737,1,610
Barsø Grund,SJ,6107747,537092,6,700
Barsø Landing,SJ,6107259,532990,1,30
Bartoftegård,LFM,6072092,635664,1,90
Barup,LFM,6086854,690870,1,30
Barup,SZ,6134451,705799,1,30
Basballe,EJ,6234134,596490,1,30
Basbjerg 58m,EJ,6227255,586243,5,540
Basholt Huse,SJ,6139293,509446,1,40
Baskær,EJ,6228629,561575,1,30
Baskær,SJ,6130397,507078,1,90
Basland,EJ,6255238,601420,1,90
Basland Huse,EJ,6255692,602012,1,30
Basnæs,SZ,6116027,676023,2,30
Basnæs = Basnæs Herregård,SZ,6120884,649293,8,60
Basnæs Nor,SZ,6119154,650877,1,640
Basnæs Skov,SZ,6116174,675376,1,350
Basselund,F,6133494,565680,1,40
Bassumgård,WJ,6222862,494923,1,30
Bastebjerg Skov,NEZ,6155295,684872,1,350
Bastemose,B,6125187,878829,1,390
Bastemose,F,6111329,623892,1,30
Bastholm,SJ,6126908,548931,1,610
Bastholm Odde,NWJ,6280021,475181,1,560
Bastrup,WJ,6141539,517213,1,30
Bastrup,NWZ,6167739,634416,1,30
Bastrup,NEZ,6191221,705083,1,30
Bastrup,F,6153710,582134,1,30
Bastrup Huse,F,6153721,583020,1,30
Bastrup Mark,WJ,6140145,515633,1,40
Bastrup Mose,SJ,6139146,516464,1,390
Bastrup Plantage,WJ,6167379,468808,1,350
Bastrup Skov,SJ,6139678,518122,1,350
Bastrup Stenhus,NEZ,6191025,705070,1,110
Bastrup Sø,NEZ,6190885,704962,4,400
Bastrup Sønderstrand,NWZ,6167135,632659,1,40
Bastrupdal,NEJ,6338368,570766,1,90
Bastrupskov,SJ,6139486,517174,1,40
Batteribanke 104m,EJ,6181302,535545,5,540
Batteriplantage,F,6152583,544010,1,350
Battrup,EJ,6213101,570193,1,40
Battrupholt,EJ,6254647,596606,1,40
Batum,EJ,6261617,529494,1,30
Batum,NWJ,6291797,501164,1,30
Baunekirken,WJ,6224316,495480,1,70
Bavelse,SZ,6135652,667778,1,60
Bavelse Sø,SZ,6135368,667216,4,400
Bavn,NWJ,6315117,479332,2,40
Bavn 64m = Bavn Bakke,NWJ,6330326,479674,8,540
Bavnbjerg 106m,EJ,6180865,536243,5,540
Bavnbjerg 36m,EJ,6194955,569966,5,540
Bavnborg,WJ,6146882,503148,1,40
Bavnbæk,WJ,6241081,462742,1,40
Bavnebakke 58m = Bavnebakke v. Tyvelse,SZ,6141789,670942,9,540
Bavnebakke 62m = Bavnebakke v. Sorø,SZ,6148192,661165,9,540
Bavnebakke 92m = Bavnebakke v. Rønnede,SZ,6126739,690374,9,540
Bavnebanke 26m,SZ,6118848,655287,5,540
Bavnebanke 74m,B,6127483,888013,5,540
Bavnebjerg 19m = Bavnebjerg p. Fanø,WJ,6133500,466446,9,540
Bavnebjerg 24m = Bavnebjerg v. Havrvig,WJ,6198929,447230,9,540
Bavnebjerg 36m,SJ,6087352,556554,5,540
Bavnehuse,NEJ,6300998,526218,1,30
Bavnehøj,SJ,6094327,508652,1,90
Bavnehøj,SZ,6094254,508614,1,30
Bavnehøj 102m = Bavnehøj v. Molger,EJ,6194700,545150,9,540
Bavnehøj 116m = Bavnehøj v. Låsby,EJ,6221409,552574,9,540
Bavnehøj 133m = Bavnehøj v. Brædstrup,EJ,6201067,537640,9,540
Bavnehøj 153m = Bavnehøj v. Them,EJ,6215500,531837,9,540
Bavnehøj 16m = Bavnehøj v. Stavreby,LFM,6060550,686183,9,300
Bavnehøj 18m = Bavnehøj v. Skelby,LFM,6057477,687294,9,300
Bavnehøj 20m = Bavnehøj v. Vålse,LFM,6091714,678601,9,540
Bavnehøj 30m = Bavnehøj v. Ravnsby,LFM,6085673,650001,9,300
Bavnehøj 33m = Bavnehøj v. Sæby,NEZ,6177606,684183,9,300
Bavnehøj 34m = Bavnehøj v. Hvidbjerg,NWJ,6270217,495362,9,540
Bavnehøj 36m = Bavnehøj v. Stege,LFM,6096595,708403,9,540
Bavnehøj 39m = Bavnehøj v. Nørager,EJ,6261031,593866,9,540
Bavnehøj 42m = Bavnehøj v. Haderis,WJ,6247313,500541,9,300
Bavnehøj 42m = Bavnehøj v. Hvalpsund,NEJ,6285658,515320,9,300
Bavnehøj 44m = Bavnehøj v. Damsholte,LFM,6092850,708359,9,300
Bavnehøj 44m = Bavnehøj v. Nørre Grimmelstrup,LFM,6089451,681993,9,300
Bavnehøj 47m = Bavnehøj v. Askildrup,NEJ,6304093,559282,9,540
Bavnehøj 47m = Bavnehøj v. Fåborg,WJ,6160529,483032,9,300
Bavnehøj 48m = Bavnehøj v. Farstrup,NEJ,6316288,527751,9,300
Bavnehøj 50m = Bavnehøj v. Kirke Syv,NEZ,6162997,691970,9,300
Bavnehøj 51m = Bavnehøj p. Mors,NWJ,6307904,492214,9,540
Bavnehøj 55m = Bavnehøj v. Midtbjerg,EJ,6274562,557966,9,300
Bavnehøj 56m = Bavnehøj v. Fjellerup,EJ,6263612,596434,9,540
Bavnehøj 58m = Bavnehøj v. Bønnerup,EJ,6265383,606463,9,300
Bavnehøj 58m = Bavnehøj v. Stoholm,NWJ,6263246,505857,9,300
Bavnehøj 58m = Bavnehøj v. Store Ajstrup,NEJ,6312162,529986,9,300
Bavnehøj 60m = Bavnehøj v. Randers,EJ,6262229,558404,9,300
Bavnehøj 61m = Bavnehøj v. Karup,WJ,6239284,513255,9,300
Bavnehøj 62m = Bavnehøj v. Hørbygård,NWZ,6181078,667740,9,540
Bavnehøj 62m = Bavnehøj v. Østerbølle,NEJ,6286193,526558,9,300
Bavnehøj 68m = Bavnehøj v. Rødding,EJ,6260678,536089,9,300
Bavnehøj 69m = Bavnehøj v. Hald,NWJ,6272366,512332,9,300
Bavnehøj 69m = Bavnehøj v. Vinkel,EJ,6252209,532235,9,540
Bavnehøj 70m = Bavnehøj v. Nibe,NEJ,6313733,540237,9,300
Bavnehøj 71m = Bavnehøj v. Hundborg,NWJ,6310283,470579,9,300
Bavnehøj 71m = Bavnehøj v. Vejvad,WJ,6236982,482232,9,300
Bavnehøj 79m = Bavnehøj v. Sejlstrup,NEJ,6299129,558582,9,300
Bavnehøj 80m = Bavnehøj v. Nørlund,NEJ,6291482,543030,9,540
Bavnehøj 81m = Bavnehøj v. Nørre Galten,EJ,6246318,566234,9,540
Bavnehøj 85m = Bavnehøj v. Valsgård,EJ,6283253,555941,9,300
Bavnehøj 86m = Bavnehøj v. Baggesvogn,NEJ,6373626,566520,9,300
Bavnehøj 89m = Bavnehøj v. Lemvig,NWJ,6268874,459199,9,300
Bavnehøj 97m = Bavnehøj v. Thorsager,EJ,6243202,589540,9,540
Bavnehøj v. Grenå,EJ,6254708,615033,3,20
Bavnen 63m = Bavnen v. Udby,SZ,6107314,687659,9,540
Bavnen v. Sørbymagle,SZ,6130900,644125,3,300
Bavnen v. Tystrup Sø,SZ,6125939,670992,3,540
Bavngård,WJ,6138548,493478,1,40
Bavnhede,EJ,6211501,527216,1,370
Bavnhøj,WJ,6166545,454953,1,30
Bavnhøj 92m,EJ,6196127,566943,5,540
Bavnodde,B,6117190,866823,1,580
Bavnshøj 100m,EJ,6244256,553834,5,300
Bavnshøj 64m,WJ,6185247,473017,5,300
Bavnshøje 60m,WJ,6205296,465727,5,300
Bavsø,NEJ,6276470,535436,1,400
Beckmanns Plantage,SJ,6074948,518276,1,350
Bedebakke 64m,EJ,6184142,548717,5,540
Bedegade,B,6131991,868442,1,40
Bedelund,NEJ,6362202,572868,1,40
Beder,EJ,6213484,575316,1,10
Bederslev,F,6156896,584998,1,30
Bedskov Huse,NEZ,6150989,675357,1,30
Bedsted,SJ,6102013,506797,1,10
Bedsted,NWJ,6296459,463834,1,10
Bedsted Bjerg,SJ,6102519,507885,1,40
Bedsted Overdrev,SZ,6146377,682013,1,40
Bedstedgård,SZ,6147474,682705,1,80
Beersted,NWJ,6306617,473279,1,40
Begtrup,EJ,6227329,593776,1,30
Begtrup Vig,EJ,6225281,591829,6,670
Begtrup Vig,EJ,6227468,590834,2,50
Bejlevad,NWZ,6154081,655671,1,30
Bejlhuse,SJ,6079736,520186,1,40
Bejsholm,NEJ,6345715,617830,1,610
Bejsnap,WJ,6182813,481120,1,40
Bejstrup,NEJ,6321717,520359,1,30
Bejstrup Løb,NEJ,6319053,521366,6,650
Bejstrup Søndervang,NEJ,6321049,521611,1,30
Bejstrupgård,WJ,6141575,506625,1,80
Beldringe,F,6148216,584527,1,30
Beldringe,SZ,6110908,690873,1,60
Belle,EJ,6174602,547451,1,30
Belle Møllebanke,EJ,6173953,547768,1,30
Bellelund,EJ,6174196,546912,1,30
Bellevue,EJ,6179250,533707,1,90
Bellevue Skov,SZ,6109920,692172,1,350
Bellinge,LFM,6075271,693160,1,80
Bellinge,F,6133312,583361,1,10
Bellinge Mark,F,6132328,582139,1,40
Bellingebro,F,6132655,584610,1,30
Beltoft,NEJ,6312738,528246,1,90
Bendslev,SZ,6129962,658645,1,30
Bendstrup,NEZ,6207944,702967,1,30
Bendstrup Enge,EJ,6247432,581536,1,380
Bendstrup Overdrev,NEZ,6209091,702668,1,40
Bendstrup v. Hårup,EJ,6237430,576840,3,30
Bendstrup v. Termestrup,EJ,6247866,581982,3,30
Bendstrupgård,EJ,6237341,576927,1,90
Bendtskov Huse,NEZ,6154996,678415,1,30
Bengebjerg 55m,SZ,6117863,687506,5,540
Benhøje 48m,NWJ,6269557,511961,5,300
Benløse,NEZ,6150054,676997,1,20
Benløse Runding,SZ,6149693,676421,1,20
Bennebo,NWZ,6168649,654883,1,30
Bennedsgård,WJ,6237325,454860,1,30
Benslehøj,WJ,6245556,514194,1,30
Benzonsdal,NEZ,6169156,705054,1,60
Benzonshøj,EJ,6248727,599976,1,90
Bering,EJ,6217565,565519,1,30
Berlin,F,6147459,566587,1,30
Bernstorffsminde,F,6113910,588281,1,30
Berritsgård,LFM,6078418,671332,1,60
Bertelsrimme,NWJ,6315174,466428,1,350
Beskøjtbakken 24m,NEJ,6394582,584978,5,540
Besser,EJ,6192325,602794,1,30
Besser Kirke,EJ,6191065,602110,1,70
Besser Rev,EJ,6198060,605033,1,270
Betryk,NWJ,6274273,486623,1,40
Bevtoft,SJ,6117228,513342,1,10
Bevtoft Plantage,SJ,6118082,515409,1,350
Bibjerg,LFM,6090532,653643,1,540
Bidstrup,EJ,6245368,557757,1,60
Biersted,NEJ,6334593,548999,1,10
Biersted Mejeriby,NEJ,6333699,547878,1,30
Biersted Mose,NEJ,6336335,548916,1,390
Bigum,EJ,6266950,540545,1,30
Bigum Skov,EJ,6268876,538955,1,350
Bildsø,NWZ,6148829,642116,1,30
Bildsøstrand,NWZ,6147810,639583,1,50
Billes Grunde,F,6094239,582917,6,700
Billesborg,SZ,6147135,702613,1,60
Billesborg Indelukke,SZ,6147920,702350,1,350
Billesbølle,F,6143451,565163,1,40
Billeshave,F,6155127,550688,1,60
Billeskov,F,6134106,560396,1,60
Billeskov Skov,F,6134987,559526,1,350
Billitse Mølle,LFM,6055378,659695,1,100
Billum,WJ,6163793,458037,1,10
Billum Enge,WJ,6161462,458693,1,380
Billum Høj 49m,EJ,6244517,539128,5,540
Billumvad,WJ,6164512,456322,1,40
Billund,SJ,6123632,518044,1,20
Billund,WJ,6176352,507417,1,10
Billund Høj 61m,WJ,6186602,503523,5,540
Bilsbæk,EJ,6198643,569547,1,40
Bilstrup,NWJ,6266855,500705,1,30
Biltoft,WJ,6164325,477187,1,40
Biltoft Plantage,WJ,6162992,478701,1,350
Biltris,NEZ,6179375,684116,1,30
Bindeballe,WJ,6169661,516953,1,30
Binderup,NEJ,6316875,541545,1,30
Binderup Mølleå,EJ,6145198,534864,4,420
Binderup Strand,EJ,6142076,537340,1,50
Binderup Strandskov,EJ,6142318,536821,1,350
Binderup v. Havndal,EJ,6278360,575811,3,30
Binderup v. Kolding,EJ,6143509,535458,3,30
Binderup Vesterskov,EJ,6143817,533537,1,350
Binderup Å,NEJ,6312303,539676,4,430
Bindesbøl v. Uhe,WJ,6181936,513819,3,40
Bindesbøl v. Ådum,WJ,6193377,474551,3,40
Bindings Bjerg 64m,WJ,6172436,505206,5,540
Bindslev,NEJ,6378381,571777,1,10
Bindslev Elværk,NEJ,6378210,571130,1,150
Bindslev Kirke,NEJ,6377513,570335,1,70
Binnitse,LFM,6068816,658045,1,60
Birgittelyst,EJ,6250560,523386,1,10
Birk,WJ,6220839,501711,1,40
Birk,SJ,6130922,505916,1,40
Birkebakkerne,EJ,6244590,557945,1,350
Birkeballe,EJ,6175953,543525,1,40
Birkebjerg,F,6153325,605919,1,40
Birkeby,WJ,6200912,486725,1,30
Birkebæk,WJ,6183406,519635,1,40
Birkebæk Plantage,WJ,6210281,497678,1,350
Birkede,NEZ,6158814,689999,1,30
Birkeholm,EJ,6251045,568393,1,90
Birkehuse,NWZ,6152554,665950,1,40
Birkekær,WJ,6188257,475862,2,40
Birkekær,NEJ,6309880,524301,1,380
Birkekær = Birkekær Mose,WJ,6185965,458430,8,380
Birkekær v. Bredevad,SJ,6093114,509528,3,270
Birkekær v. Uge,SJ,6090143,520324,3,380
Birkelev,SJ,6118689,487731,1,30
Birkelev Nørremark,SJ,6120227,487490,1,40
Birkelev Plantage,SJ,6116428,487126,1,350
Birkelev Søndermark,SJ,6117235,487806,1,40
Birkelse,NEJ,6334293,541529,2,10
Birkelse = Birkelse Herregård,NEJ,6334542,542811,8,60
Birkelund,SJ,6113739,511810,1,40
Birkelund,NEJ,6295548,574098,1,40
Birkemose,LFM,6051193,691922,1,40
Birkemose v. Hammel,EJ,6231545,555764,3,40
Birkemose v. Taulov,EJ,6154555,634923,3,380
Birkemosegård,EJ,6267204,562250,1,90
Birkemosegård,NWZ,6204552,649076,1,90
Birkende,F,6138506,599334,1,10
Birkendegård,NWZ,6172096,638831,1,60
Birkerød,NEZ,6194363,714611,1,10
Birkeshøj,F,6103509,590351,1,30
Birkesig,EJ,6241056,611946,1,40
Birkesø,NEJ,6304981,573378,1,270
Birket,EJ,6243696,609197,1,40
Birket,NWZ,6189858,664499,1,80
Birket,NEZ,6218119,708749,1,390
Birket Kirke,LFM,6085300,649635,1,70
Birket v. Døllefjelde,LFM,6069062,676143,3,30
Birket v. Kragskov Å,NEJ,6374264,584296,3,40
Birket v. Lindet,LFM,6086353,649611,3,10
Birket v. Uggerhalne,NEJ,6333810,564548,3,40
Birketved,F,6139899,599057,1,30
Birkhede,EJ,6217689,545768,1,40
Birkholm,F,6088413,596424,1,610
Birkild,WJ,6254988,468027,1,40
Birkkær,WJ,6224449,457084,1,40
Birkkær,NWJ,6293179,476316,1,40
Birkkær Enge,WJ,6186431,460209,1,380
Birkmose,WJ,6223074,483925,2,40
Birkmose,NEJ,6350010,568206,1,30
Birkmose = Birkmose Eng,WJ,6245588,487865,8,270
Birkmose Gårde,WJ,6215287,474810,1,40
Birknæs,EJ,6204981,543787,1,40
Birksø,EJ,6216892,545862,1,400
Birkum,F,6133348,595444,1,30
Birkum Kohave,F,6132154,596023,1,40
Bisballe,EJ,6244878,520355,1,40
Bisgård,EJ,6211780,577780,2,40
Bisgård,WJ,6194109,470910,1,40
Bisgård = Bisgård Herregård,EJ,6191974,599348,8,60
Bisgård Mark,EJ,6192706,599800,1,40
Bisgård v. Hjerm,NWJ,6252973,480846,3,40
Bisgård v. Hvam Mejeriby,NWJ,6251553,482370,3,30
Bisgårde,NEJ,6290891,543985,1,40
Bisholt,EJ,6186078,560980,1,30
Biskopstorp,F,6090261,614224,1,60
Biskopstorp,F,6133218,606049,1,60
Biskorup,F,6142532,591208,1,30
Bislev,NEJ,6311881,537111,1,10
Bisnap,NEJ,6318955,581509,1,40
Bisserup,SZ,6120863,658921,1,10
Bisserup Hage,SZ,6118913,659053,6,700
Bisserup Red,SZ,6119000,659500,6,650
Bisserup Strand,SZ,6120317,659694,1,540
Bissinge,LFM,6095663,710079,1,30
Bistrup,SZ,6122999,669094,1,30
Bistrup Huse,SZ,6123860,668628,1,30
Bistrup Parcelgård,NEZ,6173219,691875,1,80
Bistrup v. Furesø,NEZ,6192089,714880,3,10
Bistrup v. Horserød hegn,NEZ,6216973,715287,3,30
Bitteby v. Flauenskjold,NEJ,6344806,576999,3,40
Bitteby v. Hjørring,NEJ,6370593,564089,3,30
Bjalderup,WJ,6180061,473305,1,40
Bjallerbæk,WJ,6227106,492570,1,30
Bjarkesgrund,EJ,6218582,610134,6,700
Bjarup,EJ,6225017,546118,1,40
Bjarupmose,EJ,6223948,546927,1,40
Bjedstrup,EJ,6214056,553265,1,30
Bjeldskov,EJ,6225298,524629,1,350
Bjelkes Flak,LFM,6092700,725579,6,700
Bjellerup Ladegård,EJ,6259674,565362,1,60
Bjerager,EJ,6202342,575776,1,30
Bjerg,NWJ,6273117,451622,1,40
Bjergbakker 73m,F,6132803,566037,5,540
Bjergby,LFM,6083814,637516,1,40
Bjergby,EJ,6264800,562200,1,30
Bjergby,NEJ,6375048,562203,1,10
Bjergby Enge,NWZ,6173916,658847,1,380
Bjergby Mark,SZ,6138676,646498,1,40
Bjergby Overmark,SZ,6140110,648288,1,40
Bjergby p. Mors,NWJ,6303039,483802,3,10
Bjergby v. Herrup,NWJ,6251120,496860,3,30
Bjergby v. Åsted,NWJ,6289845,499722,3,40
Bjergbygård,NWZ,6172907,656057,1,60
Bjerge,NWZ,6162691,638083,1,10
